Maker,Genmodel,Genmodel_ID,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
MAZDA,MAZDA 2,57_10,4091,8360,7936,7537,10122,10018,8556,8764,9205,11110,13546,14206,9958,3795,2203,2032,1761,802,0,0
MAZDA,MAZDA 3,57_11,4232,4276,6899,8013,10650,11950,8663,5315,5337,6010,9590,9399,8545,8119,7285,5927,2112,29,0,0
MAZDA,MAZDA 323,57_1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,574,515,357
MAZDA,MAZDA 5,57_12,0,0,0,0,14,721,628,786,811,932,1791,2022,3502,3465,1864,521,0,0,0,0
MAZDA,MAZDA 6,57_13,1025,4376,3234,4645,7113,7152,6919,4891,3563,5439,7544,6727,6599,5393,3344,2336,1211,657,246,0
MAZDA,MAZDA 626,57_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,150
MAZDA,MAZDA B2500,57_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MAZDA,MAZDA CX3,57_6,2721,16161,9522,4732,4854,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAZDA,MAZDA CX5,57_7,2938,1411,5924,6961,7169,7249,7121,5514,1651,0,0,0,0,0,0,0,0,0,0,0
MAZDA,MAZDA CX7,57_8,0,0,0,0,0,0,0,3,178,538,674,317,306,211,0,0,0,0,0,0
MAZDA,MAZDA DEMIO,57_9,0,0,0,0,0,0,1,1,2,2,11,12,16,3,0,1,1,137,312,250
MAZDA,MAZDA MPV,57_14,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,7,24,24,15,5
MAZDA,MAZDA MX5,57_15,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAZDA,MAZDA MX-5,57_15,175,3988,4060,4408,3972,2864,2752,3011,3034,3299,4548,4059,5179,7313,6251,3306,3329,4260,3173,1812
MAZDA,MAZDA PREMACY,57_17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,151,100,84,144
MAZDA,MAZDA RX8,57_18,0,0,0,0,0,0,0,0,0,25,100,313,473,779,847,632,775,139,0,0
MAZDA,MAZDA TRIBUTE,57_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,97,110,82,31
MCLAREN,MCLAREN 540C,58_2,1,7,9,43,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLAREN,MCLAREN 570GT,58_3,6,52,51,84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLAREN,MCLAREN 570S,58_4,21,120,195,149,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLAREN,MCLAREN 600LT,58_9,116,153,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLAREN,MCLAREN 650S,58_5,0,1,0,0,28,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLAREN,MCLAREN 675LT,58_6,0,0,0,12,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLAREN,MCLAREN 720S,58_7,80,145,194,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLAREN,MCLAREN P1,58_8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES 200,59_1,0,0,1,0,0,2,2,0,6,0,5,5,8,6,10,24,65,11,37,9
MERCEDES,MERCEDES 500,59_7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,17,9,0
MERCEDES,MERCEDES A CLASS,59_8,34775,47026,40848,39355,37366,27082,24248,16288,5591,5864,6895,7892,8325,8348,7638,5597,3008,3482,2535,1719
MERCEDES,MERCEDES AMG CLASS,59_9,5205,9067,4122,3138,1605,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES B CLASS,59_11,2720,3975,3821,5540,5293,5664,8342,7238,5929,3864,5035,5094,4474,3854,3472,804,0,0,0,0
MERCEDES,MERCEDES C CLASS,59_12,9676,21683,28412,39648,37729,40124,33031,31068,30455,23539,17034,16194,17711,17238,15638,15552,12784,10175,6250,3443
MERCEDES,MERCEDES CITAN,59_13,37,6,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES CL CLASS,59_15,0,0,0,0,0,0,90,109,99,110,166,223,241,478,51,172,228,304,364,208
MERCEDES,MERCEDES CLA CLASS,59_16,7782,8497,8408,8032,7755,3182,109,1,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES CLC CLASS,59_17,0,0,0,0,0,0,1,0,1,839,3341,4625,3242,0,1,0,0,0,0,0
MERCEDES,MERCEDES CLK CLASS,59_18,0,0,0,0,0,0,0,0,0,1,24,3050,2868,4300,4044,5294,5118,4088,2371,1936
MERCEDES,MERCEDES CLS CLASS,59_19,349,1021,988,1437,2112,2945,608,862,1056,1367,1245,1413,1824,2482,2176,1312,2,0,0,1
MERCEDES,MERCEDES E CLASS,59_20,9725,18372,20137,20884,20580,21722,21475,20415,16076,15448,13652,8591,5754,7593,5649,6916,7162,5595,1996,1507
MERCEDES,MERCEDES G CLASS,59_21,167,139,62,96,80,172,655,610,74,64,13,5,5,4,3,3,3,3,4,9
MERCEDES,MERCEDES GL CLASS,59_22,1,1,0,3,214,560,2,0,116,305,215,211,344,649,168,0,0,0,0,0
MERCEDES,MERCEDES GLA CLASS,59_23,9386,17092,16435,12308,10312,8715,3401,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES GLC CLASS,59_24,11711,17627,19632,12766,9509,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES GLE CLASS,59_25,5327,3527,5810,4168,5366,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES GLS CLASS,59_26,433,395,624,679,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES ML CLASS,59_27,0,0,0,0,7,3173,3980,4407,2721,2996,3184,2542,3146,3319,3027,1786,2662,2074,1952,1145
MERCEDES,MERCEDES R CLASS,59_28,0,0,0,0,0,0,0,157,309,413,260,244,364,559,506,0,0,0,0,0
MERCEDES,MERCEDES S CLASS,59_29,563,1807,1951,2114,1988,2128,1706,1055,1348,1034,1015,1034,1193,1698,1374,781,964,1042,646,579
MERCEDES,MERCEDES SL CLASS,59_30,212,328,352,537,662,766,1036,1071,396,225,313,441,706,697,714,1052,1706,1908,888,234
MERCEDES,MERCEDES SLC CLASS,59_31,544,898,1356,3077,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES,MERCEDES SLK CLASS,59_32,0,0,0,1,1193,4737,4773,4558,5479,2492,2014,2406,3129,3387,3579,4753,3118,1943,2188,2454
MERCEDES,MERCEDES SPRINTER,59_35,219,186,158,176,168,165,41,36,18,9,9,4,9,6,9,3,8,10,7,10
MERCEDES,MERCEDES V CLASS,59_36,810,1980,1859,1849,1346,929,3,0,0,0,0,0,0,0,1,0,0,104,144,97
MERCEDES,MERCEDES VANEO,59_37,0,0,0,0,0,0,0,0,0,0,0,0,1,10,52,162,176,229,74,0
MERCEDES,MERCEDES VIANO,59_38,0,0,0,0,1,125,645,662,567,486,446,454,502,457,385,364,226,0,0,0
MERCEDES,MERCEDES VITO,59_39,729,2114,1432,1238,990,525,572,485,506,318,426,414,113,71,66,40,23,17,11,8
MERCEDES,MERCEDES X CLASS,59_40,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MG,MG 3,53_2,2236,3260,2566,2853,3059,2400,1628,192,0,0,0,0,0,0,0,0,0,0,0,0
MG,MG 6,53_3,0,0,0,0,348,473,261,58,21,0,0,0,0,0,0,0,0,0,0,0
MG,MG GS,53_1,0,351,932,923,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MG,MG MG6,53_3,0,0,0,0,0,2,215,189,603,240,0,0,0,0,0,0,0,1,0,0
MG,MG MGF,53_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,112,1567
MG,MG TF,53_5,0,0,0,0,0,0,1,2,9,68,178,256,88,41,272,1190,2552,2675,1744,1
MG,MG XS,53_10,3923,7252,5149,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MG,MG ZR,53_6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,105,761,1191,858,449,106
MG,MG ZS,53_7,8158,1075,0,0,0,0,0,0,0,0,0,0,1,0,78,388,623,455,366,118
MG,MG ZT,53_8,0,0,0,0,0,0,0,0,0,0,0,0,5,26,190,715,1211,904,424,129
MICROCAR,MICROCAR M-GO,61_1,0,0,35,49,91,62,64,54,61,63,102,29,0,0,0,0,0,0,0,0
MINI,MINI CLUBMAN,54_1,3432,5746,6930,7302,8451,1240,742,1415,1696,2103,2720,2891,4993,1475,0,0,0,0,0,0
MINI,MINI COOPER,54_6,26817,36432,38958,35837,35204,33563,23176,15965,17780,17225,20724,21460,18921,25790,19133,19879,19128,15697,10833,2859
MINI,MINI COUNTRYMAN,54_4,9758,16288,13653,10329,7969,8206,10813,10867,10168,8760,1393,0,0,0,0,0,0,0,0,0
MINI,MINI FIRST,54_6,0,0,0,0,0,0,12,857,838,1230,2091,1835,0,0,0,0,0,0,0,0
MINI,MINI JOHN COOPER WORKS,54_9,3083,2595,2622,2535,2192,2007,844,1430,880,674,574,472,426,33,340,54,0,0,0,0
MINI,MINI ONE,54_6,1155,1598,1627,5801,9514,11368,8517,12825,14337,14263,10673,7208,8311,7845,8843,11168,8475,6308,5074,1483
MINI,MINI PACEMAN,54_7,0,0,0,118,1279,1981,3663,2608,0,0,0,0,0,0,0,0,0,0,0,0
MINI,MINI ROADSTER,54_8,0,0,0,0,1,945,1103,2118,1252,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,MITSUBISHI ASX,62_1,1425,1477,2251,3860,3263,4702,3869,2488,2278,2377,1952,0,0,0,0,0,0,0,0,0
MITSUBISHI,MITSUBISHI CARISMA,62_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,526,691,223,109
MITSUBISHI,MITSUBISHI COLT,62_3,0,0,0,0,0,0,0,528,1572,1833,2881,4604,5896,5715,4641,3505,794,78,113,91
MITSUBISHI,MITSUBISHI DELICA,62_6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,5,4,9,0
MITSUBISHI,MITSUBISHI ECLIPSE,62_7,1195,3929,5496,101,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,3
MITSUBISHI,MITSUBISHI FTO,62_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MITSUBISHI,MITSUBISHI GALANT,62_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,77,78
MITSUBISHI,MITSUBISHI GRANDIS,62_10,0,0,0,0,0,0,0,0,0,0,3,264,143,384,554,531,287,5,0,0
MITSUBISHI,MITSUBISHI L200,62_13,1,0,0,0,0,0,0,0,0,0,2,0,1,1,4,3,4,7,11,12
MITSUBISHI,MITSUBISHI LANCER,62_14,0,0,0,0,0,4,15,0,28,1534,2212,1462,1818,1161,1366,1376,277,55,26,91
MITSUBISHI,MITSUBISHI MIRAGE,62_15,701,1114,1069,1250,1381,1542,1784,2245,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,MITSUBISHI OUTLANDER,62_16,4407,8195,10457,8198,10295,12296,7149,2046,1200,1476,1791,1592,2263,1905,136,272,381,43,0,0
MITSUBISHI,MITSUBISHI PAJERO,62_17,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,2,8,4,8,4
MITSUBISHI,MITSUBISHI SHOGUN,62_18,566,651,969,955,1392,1743,1401,841,619,1025,975,643,1169,2954,4078,5713,5516,2869,1847,1211
MITSUBISHI,MITSUBISHI SPACE STAR,62_21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,637,1163,860,547,229
MITSUBISHI,MITSUBISHI SPACE WAGON,62_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,99,91,45
MORGAN,MORGAN AERO,63_2,0,0,0,0,2,12,4,4,5,5,1,7,1,0,0,0,0,0,0,0
MORGAN,MORGAN PLUS 4,63_3,101,84,60,54,102,97,62,60,50,86,76,71,40,47,22,29,0,0,0,0
MORGAN,MORGAN PLUS 8,63_4,0,1,9,5,7,6,1,6,3,0,0,0,0,0,0,1,15,11,23,35
MORGAN,MORGAN ROADSTER,63_5,10,25,28,29,31,28,28,21,19,29,35,34,32,22,14,23,25,0,0,0
NISSAN,NISSAN 350,64_1,0,0,0,0,0,0,0,0,0,0,0,128,347,574,769,1202,1327,449,86,0
NISSAN,NISSAN 370,64_2,87,104,139,155,185,172,133,132,133,331,612,222,0,0,0,0,0,0,0,0
NISSAN,NISSAN ALMERA,64_3,0,0,0,0,0,0,0,0,0,0,1,0,0,31,2334,9077,7738,4787,4198,1928
NISSAN,NISSAN CUBE,64_5,0,0,0,0,1,0,0,0,0,73,854,26,11,11,6,7,35,16,2,1
NISSAN,NISSAN E-NV200,64_7,265,213,58,111,98,74,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,NISSAN FAIRLADY,64_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,14,3,0
NISSAN,NISSAN GT,64_13,0,0,1,0,0,0,0,0,0,20,253,551,0,0,0,0,0,0,0,0
NISSAN,NISSAN GT-R,64_13,94,130,148,234,145,138,144,125,137,154,0,0,0,0,0,0,0,0,0,0
NISSAN,NISSAN JUKE,64_14,17697,18506,23275,35455,36790,38016,36929,35049,26803,19905,4898,0,0,0,0,0,0,0,0,0
NISSAN,NISSAN LEAF,64_16,8098,5040,4885,4613,3966,4040,3081,1298,479,450,0,0,0,0,0,0,0,0,0,0
NISSAN,NISSAN MICRA,64_17,6266,8433,9599,12179,10781,13116,14232,11531,11629,12910,16759,17162,15998,15554,22424,22432,17910,17717,12880,8139
NISSAN,NISSAN MURANO,64_19,0,0,1,0,1,0,1,0,2,14,108,204,184,198,360,380,2,0,0,0
NISSAN,NISSAN NAVARA,64_20,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0
NISSAN,NISSAN NOTE,64_21,0,0,0,5109,10861,15077,22024,11838,11810,12564,15125,16285,17709,14887,11636,5,0,0,0,0
NISSAN,NISSAN NV200,64_22,0,0,37,100,258,220,225,511,294,308,214,1,0,0,0,0,0,0,0,0
NISSAN,NISSAN NV300,64_23,8,8,7,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,NISSAN PATHFINDER,64_24,0,0,0,0,0,0,330,396,412,662,507,688,723,1616,1643,956,0,0,0,0
NISSAN,NISSAN PATROL,64_25,0,0,0,0,0,0,0,0,0,0,0,11,24,47,62,162,209,90,84,46
NISSAN,NISSAN PIXO,64_28,0,0,0,0,0,0,0,505,1879,2206,4399,3968,0,0,0,0,0,0,0,0
NISSAN,NISSAN PRIMASTAR,64_30,0,0,0,0,0,0,18,11,12,40,5,11,39,45,21,4,0,1,0,0
NISSAN,NISSAN PRIMERA,64_31,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1249,1830,1373,1146,888,421
NISSAN,NISSAN PULSAR,64_32,0,0,1971,4080,6287,7823,1369,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,NISSAN QASHQAI,64_33,32264,49307,47376,57548,58132,56147,44914,45787,41187,34500,33155,25705,16116,13323,3,0,0,1,0,3
NISSAN,NISSAN SERENA,64_35,0,1,0,0,0,1,3,4,2,1,2,13,11,12,11,8,7,4,4,16
NISSAN,NISSAN SKYLINE,64_36,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,7,11,21,6,21
NISSAN,NISSAN STAGEA,64_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
NISSAN,NISSAN TERRANO,64_38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,337,677,560,451,310
NISSAN,NISSAN X-TRAIL,64_41,4508,5587,8884,16721,14851,8218,3851,1595,1696,2131,1468,2151,3763,5430,7122,6932,4958,2919,1000,143
NOBLE,NOBLE M600,65_2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OPEL,OPEL ASTRA,66_1,0,0,0,1,0,0,0,0,0,2,4,4,16,11,9,18,5,17,30,3
OPEL,OPEL INSIGNIA,66_2,0,0,0,0,0,0,1,1,1,1,1,105,0,0,0,0,0,0,0,0
OPEL,OPEL ZAFIRA,66_3,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,9,18,52,78,17
PERODUA,PERODUA KELISA,68_1,0,0,0,0,0,0,0,0,0,1,10,27,75,83,102,99,90,87,70,0
PERODUA,PERODUA KENARI,68_3,0,0,0,0,0,0,0,0,0,2,30,28,37,39,53,54,54,36,41,43
PERODUA,PERODUA MYVI,68_2,0,0,0,1,0,0,10,168,335,403,459,383,224,310,101,0,0,0,0,0
PEUGEOT,PEUGEOT 1007,69_1,0,0,0,0,0,0,0,0,0,0,0,4,156,883,1607,1081,0,0,0,0
PEUGEOT,PEUGEOT 106,69_2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,1176,2120,2028
PEUGEOT,PEUGEOT 107,69_3,0,0,0,0,0,0,8702,16321,16162,14985,15221,14296,14322,12438,10998,2813,0,1,0,0
PEUGEOT,PEUGEOT 108,69_4,4663,5106,8072,11504,17127,18261,7108,0,0,0,0,0,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT 2008,69_5,11694,11904,12383,16154,18517,17536,16087,3496,0,0,0,0,0,0,0,0,1,0,0,0
PEUGEOT,PEUGEOT 206,69_6,3,2,0,0,0,0,2,0,0,12,1,916,2103,5170,14419,22062,22662,17178,12835,7603
PEUGEOT,PEUGEOT 207,69_9,0,0,0,0,0,0,1000,2983,16653,27400,35060,37620,35981,39319,13494,1,0,1,0,0
PEUGEOT,PEUGEOT 208,69_12,13103,19851,18310,16970,26342,28485,30165,34913,15442,0,0,0,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT 3008,69_13,11837,19082,18881,15897,6715,8338,8624,11705,11817,12079,10745,997,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT 306,69_14,1,0,0,0,0,1,1,2,1,0,0,0,0,1,2,1,1,1,329,1849
PEUGEOT,PEUGEOT 307,69_15,0,0,0,0,0,0,0,0,0,7,0,476,3374,17015,17340,13130,11208,8010,4893,1172
PEUGEOT,PEUGEOT 308,69_18,4090,6772,8857,9543,15339,14992,13326,12174,12367,12202,17617,19317,17472,2198,1,0,0,0,0,1
PEUGEOT,PEUGEOT 4007,69_21,0,0,0,0,0,0,0,0,31,162,288,671,560,335,0,0,0,0,0,0
PEUGEOT,PEUGEOT 406,69_22,0,2,0,0,0,0,0,0,0,1,8,0,0,0,0,0,431,1627,1616,1490
PEUGEOT,PEUGEOT 407,69_23,0,0,0,0,0,0,0,1,1,267,1714,2076,2318,4557,5151,3697,1088,1,0,0
PEUGEOT,PEUGEOT 5008,69_25,4864,5619,5264,734,1729,1813,1841,2611,2393,2374,2835,22,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT 508,69_26,1635,1952,401,487,977,1164,1623,3434,4778,3673,0,0,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT 607,69_28,0,0,2,0,0,0,0,0,0,1,0,3,58,55,74,82,99,108,73,35
PEUGEOT,PEUGEOT 806,69_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,82
PEUGEOT,PEUGEOT 807,69_29,0,0,0,0,0,0,0,0,4,2,57,190,276,667,513,272,290,231,3,0
PEUGEOT,PEUGEOT BIPPER,69_30,0,0,0,0,0,6,188,290,398,571,713,233,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT BOXER,69_41,191,220,106,224,197,191,114,114,17,27,4,6,2,0,1,0,1,1,1,2
PEUGEOT,PEUGEOT EXPERT,69_31,8,54,34,49,104,264,267,263,457,612,818,831,766,135,2,6,15,12,2,3
PEUGEOT,PEUGEOT HORIZON,69_34,171,450,1420,1347,1305,1088,1140,1012,314,2,0,0,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT INDEPENDENCE,69_43,0,0,0,9,441,517,401,317,68,0,0,0,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT ION,69_33,0,0,3,11,35,20,15,21,172,90,0,0,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT PARTNER,69_34,0,35,1123,1144,1777,1705,1713,1779,2262,2249,2091,1711,1437,1270,1212,1104,1376,1364,770,77
PEUGEOT,PEUGEOT RCZ,69_36,0,0,0,0,258,1127,1627,2197,2136,2674,1689,4,0,0,0,0,0,0,0,1
PEUGEOT,PEUGEOT RIFTER,69_42,2497,3049,469,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PEUGEOT,PEUGEOT TRAVELLER,69_37,387,695,592,497,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORSCHE,PORSCHE 718 BOXSTER,71_2,297,696,762,958,722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PORSCHE,PORSCHE 718 CAYMAN,71_3,651,910,883,924,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORSCHE,PORSCHE 911,71_4,1915,2459,1982,1775,1587,1628,1454,1206,1444,1143,1534,1304,1591,1963,2418,2464,2047,2087,1939,1218
PORSCHE,PORSCHE 918,71_5,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PORSCHE,PORSCHE BOXSTER,71_6,157,189,229,0,445,980,1129,1210,1038,678,737,766,965,1447,1625,2987,1837,2241,1979,1852
PORSCHE,PORSCHE CAYENNE,71_8,2868,3409,1869,1782,2843,2407,1922,2193,2003,1282,936,881,594,771,988,1530,1377,708,0,0
PORSCHE,PORSCHE CAYMAN,71_9,201,257,405,0,641,997,1156,1012,306,520,518,627,849,1361,1364,150,1,0,0,0
PORSCHE,PORSCHE MACAN,71_10,3780,4764,3880,5341,4143,3508,1153,0,0,0,0,0,0,0,0,0,0,0,0,0
PORSCHE,PORSCHE PANAMERA,71_11,495,822,779,953,339,659,744,723,641,355,311,99,0,0,0,0,0,0,0,0
PROTON,PROTON GEN 2,72_1,0,0,0,0,0,0,0,6,49,103,139,135,204,260,201,144,29,0,0,0
PROTON,PROTON IMPIAN,72_2,0,0,0,0,0,0,0,0,0,0,4,7,14,30,51,63,40,23,14,9
PROTON,PROTON PERSONA,72_4,0,0,0,0,0,0,0,0,12,39,48,67,60,0,0,0,0,0,0,8
PROTON,PROTON SATRIA,72_5,0,0,0,0,0,0,0,4,23,27,19,35,50,65,0,0,33,35,23,27
PROTON,PROTON SAVVY,72_6,0,0,0,0,0,0,0,4,49,119,208,186,176,310,330,0,0,0,0,0
PROTON,PROTON WIRA,72_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,27,24
RENAULT,RENAULT CAPTUR,75_1,12853,19247,20864,18742,24286,23047,18625,5989,0,0,0,0,0,0,0,0,0,0,0,0
RENAULT,RENAULT CLIO,75_2,10568,16083,19682,18500,22571,25051,27004,21319,16399,20268,28942,21758,24519,34267,29989,19828,17566,13120,8775,5263
RENAULT,RENAULT ESPACE,75_3,0,0,0,0,1,0,0,0,104,356,408,413,766,1230,649,584,421,199,220,109
RENAULT,RENAULT FLUENCE,75_4,0,0,0,0,0,0,3,8,40,0,0,0,0,0,0,0,0,0,0,0
RENAULT,RENAULT GRAND SCENIC,75_7,262,851,657,1072,1262,1014,95,0,0,0,1,0,0,0,0,0,0,0,0,0
RENAULT,RENAULT KADJAR,75_8,8029,10811,10995,13903,19252,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RENAULT,RENAULT KANGOO,75_9,1,0,0,0,0,0,0,0,632,1380,1470,1207,2047,2150,1612,1706,1568,1083,796,534
RENAULT,RENAULT KOLEOS,75_10,488,946,928,672,0,0,0,0,0,1,98,1419,428,0,0,0,0,0,0,0
RENAULT,RENAULT LAGUNA,75_11,0,0,0,0,0,0,0,0,335,1940,2377,1835,3568,2359,1381,1341,1231,883,510,184
RENAULT,RENAULT MASTER,75_23,208,218,258,304,282,309,170,177,133,40,16,16,43,28,20,8,1,5,3,1
RENAULT,RENAULT MEGANE,75_12,1100,2525,2111,5225,5287,6821,7605,8081,10518,16435,21008,13051,11245,14360,10780,7722,4327,5699,6780,4806
RENAULT,RENAULT MODUS,75_13,0,0,0,0,0,0,0,1,252,2377,3008,1794,3753,2732,3613,4938,1399,0,0,0
RENAULT,RENAULT SCENIC,75_14,8,287,569,1061,1105,3745,5055,4585,5277,10469,14864,4985,8325,11015,8687,5726,3042,317,2,0
RENAULT,RENAULT TRAFIC,75_17,794,626,708,975,1034,495,413,436,484,550,476,390,410,328,149,26,2,4,3,0
RENAULT,RENAULT TWINGO,75_18,0,226,807,1413,3005,5165,937,1003,1364,2716,4607,1859,3595,612,0,0,1,0,0,0
